class,ip,ea,vis,bp,fp,li,mg,al,pf6,lio2,o2m,o2,na,ni2,ni3,mn2,mn3,mn4,co,PYR14,FSI,TFSI,co2,h2o
class-00100001,-9.99,0.11,8.35,665.22,443.34,10.62,88.45,74.65,0.43,5.12,10.89,-1.48,4.76,22.29,78.85,22.29,78.87,171.91,78.87,-2.06,-1.7,-1.19,-1.69,-2.49
class-00100001,-10.59,0.01,3.05,591.82,400.39,13.84,99.32,82.08,1.66,6.34,9.14,-1.75,7.6,28.69,89.58,28.69,89.6,186.92,89.61,-1.9,-0.45,-0.15,-1.81,-1.89
class-00100001,-9.63,0.95,3.75,623.67,416.24,5.74,73.4,64.69,3.55,4.79,15.22,-1.96,0.26,12.56,63.78,12.56,63.8,152.17,63.8,-4.78,1.11,1.45,-1.86,-3.41
class-00100001,-10.05,-0.42,1.2,451.77,308.3,14.69,98.96,81.33,2.15,7.12,9.23,-1.62,8.97,30.29,89.58,30.29,89.6,184.65,89.61,-1.02,0.05,0.23,-1.7,-1.47
class-00100001,-11.26,0.42,12333.16,804.5,565.99,9.55,76.89,65.61,-8.5,0.54,-1.72,-1.06,5.85,20.2,68.26,20.21,68.28,152.42,68.28,8.94,-10.32,-9.72,-1.19,-3.91
class-00100001,-10.7,0.42,5.73,571.86,393.11,13.07,96.62,80.31,4.44,8.45,15.62,-1.94,7.21,27.25,86.87,27.25,86.89,183.63,86.89,-3.41,2.04,2.29,-1.69,-1.46
class-00100001,-11.17,0.57,1.39,483.34,334.05,11.47,92.4,77.67,4.64,8,16.87,-1.96,5.52,24.02,82.56,24.03,82.58,178.51,82.58,-4.01,2.12,2.41,-1.76,-1.83
class-00100001,-8.99,0.39,7.55,658.58,440.42,7.95,76.94,66.17,3.26,5.87,14.53,-1.92,2.63,17,67.87,17,67.89,154.14,67.89,-4.16,0.89,1.26,-1.83,-3.99
class-00100001,-9.84,-0.14,14.74,700.51,469.24,11.83,90.44,75.59,1.14,5.48,9.02,-1.44,6.21,24.72,81.09,24.72,81.11,173.3,81.11,-1.7,-0.82,-0.32,-1.64,-2.32
class-00100001,-9.75,0.74,3.75,621.01,410.79,7.39,79.15,68.65,2.8,5.05,14.43,-1.86,1.66,15.81,69.44,15.81,69.46,160.14,69.46,-4.23,0.39,0.75,-1.88,-3
class-00100001,-10.6,-0.51,1.51,481.93,331.35,14.62,102.46,84.33,1.71,7.43,12.53,-1.81,8.2,30.22,92.61,30.22,92.63,191.54,92.63,-2.1,-0.6,-0.22,-1.92,-1.46
class-00100001,-11.01,0.46,13.65,618.51,435.28,13.57,97.64,80.9,5.03,9.16,16.57,-2.11,7.92,28.36,87.95,28.36,87.97,184.84,87.97,-3.13,2.56,2.83,-1.76,-1.3
class-00100001,-9.92,-0.79,4.11,552.17,377.88,12.23,89.39,74.58,3.49,7.83,14.16,-2.06,7.17,25.54,80.28,25.55,80.3,171.03,80.3,-2.73,1.08,1.32,-1.97,-2.04
class-00100001,-9.87,-0.23,6.62,582.94,401.27,13.29,95.79,79.42,4.2,8.59,15.68,-2.01,7.66,27.72,86.26,27.72,86.28,181.46,86.28,-3.14,1.75,2.03,-1.85,-1.47
class-00100001,-10.01,0.96,1.54,485.63,339.17,9.94,85.16,72.33,5.55,8.29,18.06,-2.23,4.58,21,75.67,21.01,75.69,167.26,75.69,-3.8,2.93,3.2,-1.85,-2.73
class-00100001,-9.91,0.28,8.86,659.81,440.42,9.77,86.34,73.31,1.22,5.09,11.7,-1.66,3.87,20.62,76.69,20.62,76.71,169.34,76.71,-2.77,-1.01,-0.57,-1.77,-2.66
class-00100001,-10.88,0.44,5.2,558.78,392.69,13.46,97.55,80.9,5.01,9.13,16.77,-2.08,7.74,28.1,87.83,28.11,87.85,184.89,87.85,-3.25,2.53,2.8,-1.74,-1.36
class-00100001,-9.38,0.06,7.87,607.72,417.37,15.64,103.01,84.22,4.5,9.81,15.94,-2.02,9.9,32.45,93.49,32.45,93.51,191.07,93.51,-2.81,2.04,2.29,-1.81,-0.91
class-00100001,-10.83,-0.22,5.11,574.29,390.04,15.04,102.64,84.2,4.01,9.06,15.32,-1.84,8.84,31.17,92.95,31.17,92.98,191.19,92.98,-3.3,1.64,1.91,-1.71,-1.1
class-00100001,-9.35,-0.84,4.91,608.67,409.14,12.63,91.03,75.71,4.24,8.55,15.3,-2.15,7.53,26.37,81.88,26.38,81.9,173.35,81.9,-2.65,1.73,1.98,-1.97,-2.04
class-00100001,-8.94,-1.28,17.41,981.92,611.81,11.51,90.11,75.32,2.06,6.4,13.08,-1.88,5.7,24.18,80.74,24.18,80.76,172.83,80.76,-2.76,-0.24,0.2,-2,-2.23
class-00100001,-10.85,0.31,5.3,581.82,393.89,12.81,95.77,79.7,4.62,8.54,16.37,-1.96,6.93,26.72,86.04,26.72,86.06,182.32,86.07,-3.52,2.16,2.43,-1.72,-1.47
class-00100001,-10.78,0.48,6.65,607.78,411.39,13.06,95.82,79.61,4.96,8.95,16.83,-2.02,7.34,27.25,86.19,27.25,86.21,182.01,86.21,-3.38,2.47,2.74,-1.71,-1.42
class-00100001,-10.77,0.47,6.43,608.94,411.14,12.77,95.09,79.14,4.9,8.81,16.95,-2.02,7.01,26.67,85.44,26.67,85.47,181.11,85.47,-3.54,2.4,2.67,-1.74,-1.5
class-00100001,-10.39,0.08,3.25,535.61,375.17,13.76,100.03,82.86,4.93,9.02,16.52,-2.04,7.69,28.66,90.1,28.66,90.12,189.07,90.12,-3.34,2.45,2.72,-1.74,-1.27
class-00100001,-10.38,1.67,11.3,628.51,439.03,13.2,94.15,78.1,4.99,9.38,16.61,-2.14,7.91,27.61,84.79,27.62,84.82,178.69,84.82,-3.2,2.51,2.79,-1.77,-2.28
class-00100001,-9.8,-0.06,7.17,601.2,412.25,13.83,97.66,80.71,4.1,8.67,15.14,-1.99,8.16,28.81,88.1,28.81,88.13,184.07,88.13,-2.97,1.67,1.94,-1.84,-1.32
class-00100001,-10.49,1.58,5.94,584.44,407.36,11.14,88.79,74.7,4.55,7.98,16.16,-2.06,5.68,23.44,79.33,23.45,79.35,172.02,79.35,-3.72,2.08,2.38,-1.79,-2.43
class-00100001,-11.16,0.36,4.61,641.27,428.63,12.24,95.78,80.02,3.4,7.3,14.61,-1.85,5.99,25.58,85.83,25.58,85.85,183.3,85.85,-3.59,1.06,1.39,-1.79,-1.76
class-00100001,-10.65,0.43,4.99,567.31,389.17,13,96.43,80.19,4.38,8.37,15.52,-1.94,7.14,27.11,86.68,27.12,86.7,183.39,86.7,-3.4,1.98,2.23,-1.71,-1.48
class-00100001,-10.89,0.28,5.63,515.9,366.09,15.28,103.35,84.87,4.6,8.68,11.08,-1.95,9.43,31.69,93.57,31.69,93.59,192.87,93.59,-2.71,2.27,2.33,-1.62,-1.17
class-00100001,-9.42,0.12,5.31,590.15,402.59,14.86,102.02,83.82,3.67,8.51,13.65,-1.92,8.84,30.83,92.32,30.84,92.34,190.47,92.34,-2.85,1.34,1.59,-1.82,-1.18
class-00100001,-8.08,0.13,5.78,575.5,393.02,13.93,99.31,82.07,4.15,8.56,15.04,-1.98,7.95,28.99,89.58,28.99,89.6,187.08,89.61,-3.22,1.76,2.03,-1.78,-1.31
class-00100001,-8.14,-0.01,6.29,599.07,406.76,13.25,97.71,81.08,4.14,8.33,15.52,-1.99,7.23,27.64,87.92,27.64,87.94,185.2,87.94,-3.39,1.72,2.01,-1.83,-1.46
class-00100001,-8.1,0.31,6.89,649.96,435.54,12.62,94.89,79.04,4.25,8.2,15.77,-2.02,6.81,26.39,85.21,26.39,85.23,180.96,85.23,-3.45,1.8,2.11,-1.83,-1.61
class-00100001,-10.45,1.57,7.56,603.37,413.67,16.34,108.07,88.1,4.79,10.37,16.62,-2.05,9.99,33.84,98.18,33.84,98.2,199.37,98.2,-3.28,2.32,2.6,-1.74,-1.42
class-00100001,-10.69,0.59,5.82,593.76,408.62,11.73,91.97,77.07,5.48,8.78,18,-2.13,6.1,24.65,82.31,24.65,82.33,177.06,82.33,-3.57,2.9,3.21,-1.74,-1.69
class-00100001,-10.83,0.5,6.4,581.11,408.54,13.36,96.9,80.39,5.4,9.47,17.72,-2.13,7.74,27.94,87.23,27.94,87.25,183.79,87.25,-3.18,2.86,3.14,-1.74,-1.32
class-00100001,-9.12,0.21,3.1,593.07,399.77,14.99,104.01,85.34,4.39,9.29,16.52,-2.07,8.49,31.05,94.15,31.06,94.17,193.65,94.17,-3.34,1.92,2.15,-1.91,-1.02
class-00100001,-10.36,0.05,1.32,480.26,332.53,13.49,99.93,82.94,4.73,8.77,16.61,-1.96,7.23,28.06,89.9,28.07,89.92,189.35,89.92,-3.6,2.24,2.5,-1.74,-1.34
class-00100001,-10.22,0.36,2.49,543.19,368.51,11.16,91.77,77.25,4.52,7.67,16.44,-1.95,5.13,23.4,81.9,23.4,81.92,177.64,81.92,-4.07,2.05,2.34,-1.75,-1.91
class-00100001,-8.92,0.51,2.59,560.49,379.54,17.4,112.16,90.95,4.84,10.59,17.05,-2.09,10.72,35.88,102.18,35.88,102.2,205.06,102.2,-2.89,2.33,2.52,-1.86,-0.32
class-00100001,-10.05,-1.58,3.06,590.94,396.27,18.85,117,94.23,3.98,10.51,15.11,-1.81,11.99,38.77,106.97,38.77,106.99,211.66,106.99,-2.62,1.56,1.76,-1.73,-0.11
class-00100001,-10.08,1.94,4.01,546.33,385.55,15.34,103.86,85.22,5.73,10.73,18.15,-2.17,9.48,31.86,94.06,31.86,94.08,193.61,94.08,-2.96,3.15,3.44,-1.69,-1.49
class-00100001,-11.1,0.47,3.68,547.96,384.1,13.04,96.57,80.31,5.33,9.22,17.75,-2.08,7.26,27.24,86.81,27.24,86.83,183.72,86.83,-3.4,2.8,3.08,-1.72,-1.36
class-00100001,-10.72,0.42,4.6,546.29,383.19,13.17,97.11,80.71,4.59,8.61,15.86,-2.01,7.35,27.49,87.32,27.49,87.35,184.57,87.35,-3.31,2.15,2.4,-1.75,-1.45
class-00100001,-10.8,0.44,2.65,503.43,352.38,13.66,98.86,81.94,4.33,8.61,15.41,-1.92,7.7,28.42,89.03,28.42,89.05,187.03,89.05,-3.32,1.91,2.15,-1.73,-1.37
class-00100001,-10.9,0.64,3.54,543.54,379.71,12.98,95.82,79.72,4.84,8.83,16.56,-2.04,7.27,27.11,86.13,27.11,86.15,182.43,86.15,-3.43,2.36,2.64,-1.74,-1.54
class-00100001,-9.82,2.11,5.65,602.74,404.06,14.92,100.85,82.83,5.58,10.45,17.83,-2.1,9.28,30.95,91.3,30.96,91.32,188.27,91.32,-2.96,3.03,3.31,-1.65,-1.44
class-00100001,-10.19,1.43,16.99,664.04,456.49,9.74,85.3,72.47,3.66,6.92,15.36,-2.01,4.11,20.68,75.75,20.68,75.78,167.73,75.78,-4.32,1.25,1.63,-1.89,-3.12
class-00100001,-9.51,0.2,6,606.38,413.88,13.14,94.19,78.09,3.82,8.2,14.73,-2.23,7.7,27.42,84.84,27.42,84.86,178.46,84.86,-2.68,1.34,1.59,-2.09,-1.61
class-00100001,-9.7,-0.7,9.29,569.34,399.65,19.17,118.43,95.32,3.61,9.66,10.6,-1.78,12.28,39.46,108.31,39.47,108.33,214.15,108.33,-2.85,1.48,1.56,-1.64,-0.82
class-00100001,-10.27,0.48,11.14,632.75,433.97,12.66,94.86,79.01,4.83,8.62,16.35,-2.07,6.97,26.51,85.19,26.51,85.21,180.98,85.21,-3.4,2.36,2.63,-1.76,-1.56
class-00100001,-10.18,1.3,3.14,539.48,375.95,16.5,108.99,88.83,5.07,10.7,17.21,-2.05,10.06,34.12,99.03,34.12,99.05,200.94,99.05,-3.4,2.57,2.85,-1.7,-1.56
class-00100001,-9.74,-0.26,8.33,618.35,423.66,15.99,104.72,85.47,4.24,9.67,15.48,-1.99,10.06,33.11,95.11,33.12,95.13,193.66,95.13,-2.79,1.82,2.08,-1.83,-0.81
class-00100001,-9.98,0.94,6.01,582.81,402.64,14.02,98.65,81.37,2.7,7.6,12.57,-1.97,8,29.15,89.1,29.15,89.12,185.34,89.12,-2.86,0.47,0.77,-1.92,-1.78
class-00100001,-9.55,-0.2,8.29,618.01,423.31,15.72,103.97,84.99,4.25,9.57,15.53,-1.99,9.8,32.57,94.36,32.58,94.38,192.72,94.38,-2.83,1.83,2.08,-1.82,-0.86
class-00100001,-9.39,-0.85,5.38,607.92,409.99,12.88,91.68,76.11,4.29,8.66,15.32,-2.17,7.78,26.87,82.55,26.87,82.57,174.11,82.57,-2.65,1.78,2.02,-1.98,-1.92
class-00100001,-9.31,-0.86,5.57,607.13,410.24,13,92.12,76.41,4.43,8.81,15.53,-2.18,7.91,27.13,82.97,27.13,82.99,174.74,83,-2.63,1.91,2.14,-1.96,-1.87
class-00100001,-10.1,1.92,14.64,625.34,442.78,15.91,104.67,85.56,5.86,11.13,18.24,-2.22,10.27,33.04,94.99,33.04,95.01,194.16,95.01,-2.63,3.29,3.6,-1.69,-1.36
class-00100001,-10.1,1.91,4.23,547.35,386.54,15.52,104.4,85.59,5.7,10.78,18.04,-2.15,9.65,32.19,94.58,32.19,94.6,194.35,94.6,-2.93,3.13,3.42,-1.67,-1.48
class-00100001,-9.5,-0.63,3.4,535.63,366.75,14.33,98.36,80.92,4.1,9.03,15.15,-2.2,8.58,29.74,88.96,29.74,88.98,184.09,88.98,-2.9,1.6,1.82,-1.99,-1.74
class-00100001,-9.09,0.22,5.89,561.13,393.22,15.36,102.79,84.23,3.52,8.92,14.31,-1.87,9.39,31.85,93.18,31.85,93.2,191.24,93.2,-2.97,1.25,1.44,-1.8,-1.09
class-00100001,-10.22,1.58,6.68,598.58,418.5,15.76,103.33,84.45,5.22,10.57,17.25,-2.14,10.05,32.72,93.81,32.72,93.83,191.62,93.83,-2.94,2.71,3,-1.73,-1.47
class-00100001,-10.34,1.37,4.41,544.12,376.24,17.41,112.03,90.95,4.41,10.26,15.53,-1.95,10.85,35.91,102.02,35.91,102.04,205.27,102.04,-3.05,2.03,2.28,-1.7,-0.83
class-00100001,-8.71,2.56,1.3,468.86,324.4,4.6,67.07,59.96,4.75,5.72,17.18,-2.13,-0.32,10.28,57.81,10.28,57.83,142.17,57.83,-5.2,2.18,2.49,-1.91,-4.68
class-00100001,-10.03,-1.62,7.95,718.76,471.9,18.47,116.19,93.69,3.29,9.94,14.2,-1.76,11.52,38.05,106.14,38.06,106.16,210.64,106.16,-2.74,0.97,1.24,-1.77,-0.64
class-00100001,-10.22,0.93,6.67,605.24,418.3,13.94,97.92,80.86,3.82,8.26,13.74,-2.16,8.2,29.02,88.38,29.03,88.4,184.38,88.41,-2.94,1.46,1.66,-1.94,-1.65
class-00100001,-10,0.33,8.11,601.29,408.2,14.11,100.82,83.18,1,6.85,11.54,-1.4,7.69,29.26,91.01,29.26,91.03,189.26,91.03,-2.3,-1.06,-0.53,-1.62,-1.7
class-00100001,-10.12,1.87,9.99,606.13,429.01,17.43,109.87,89.14,5.95,11.83,18.4,-2.21,11.6,36.06,100.1,36.06,100.12,201.41,100.13,-2.44,3.37,3.67,-1.67,-1.02
class-00100001,-9.81,-0.84,5.39,600.09,408.67,13.36,97.27,80.64,4.34,8.45,15.08,-2.01,7.51,27.85,87.58,27.85,87.6,184.15,87.6,-3.1,1.86,2.11,-1.83,-1.39
class-00100001,-8.96,-0.52,8.41,633.49,429.81,14.59,100.65,82.71,3.69,8.82,15.01,-1.96,8.59,30.32,91.05,30.32,91.07,188.08,91.07,-3.06,1.28,1.6,-1.89,-1.6
class-00100001,-10.39,0.45,3.62,565.23,393.34,12.29,94.09,78.63,4.98,8.5,16.52,-2.07,6.58,25.73,84.35,25.73,84.37,180.33,84.37,-3.41,2.49,2.76,-1.74,-1.64
class-00100001,-10,1.19,6.92,522.28,380.75,26.98,141.01,110.17,6.25,15.79,18.79,-2.25,19.8,55.15,131.05,55.15,131.07,243.77,131.07,-1.26,3.64,3.93,-1.62,0.92
class-00100001,-10.1,1.91,5.75,567.39,401.27,15.87,105.32,86.17,5.76,10.99,18.11,-2.17,10.05,32.91,95.52,32.92,95.54,195.51,95.54,-2.81,3.19,3.49,-1.68,-1.4
class-00100001,-9.64,-1.85,14.35,881.25,555.03,12.1,89.6,74.51,1.81,6.59,12.02,-1.67,6.51,25.3,80.56,25.3,80.58,170.58,80.58,-2.3,-0.44,-0.01,-1.84,-2.46
class-00100001,-9.89,-0.66,2,521.01,354.74,13.76,96.82,79.99,4.35,8.86,15.84,-2.25,8.11,28.59,87.37,28.6,87.39,182.34,87.39,-2.63,1.76,1.98,-2.04,-1.36
class-00100001,-8.5,2.53,3.87,536.12,383.66,32.36,164.87,127.07,6.55,17.86,19.32,-2.27,23.44,65.87,154.09,65.88,154.11,278.48,154.11,-0.73,3.88,4.2,-1.55,1.31
class-00100001,-8.86,-0.25,5.92,648.55,436.27,14.07,97.63,80.51,1.66,6.89,10.27,-1.48,8.32,29.18,88.2,29.18,88.22,183.27,88.22,-1.91,-0.27,-0.03,-1.72,-1.56
class-00100001,-10.27,0.93,14.75,662.41,456.37,14.23,98.68,81.3,3.95,8.43,13.69,-2.19,8.5,29.63,89.18,29.64,89.2,185.23,89.2,-2.93,1.6,1.8,-1.94,-1.6
class-00100001,-10.25,0.93,4.45,587.86,403.8,13.76,97.81,80.86,3.17,7.68,12.75,-2.05,7.86,28.62,88.22,28.62,88.24,184.39,88.24,-2.88,0.88,1.12,-1.93,-1.78
class-00100001,-10.73,0.48,5.85,584.87,400.93,12.47,94.76,79.06,4.6,8.32,16,-1.99,6.67,26.08,85.02,26.08,85.04,181.13,85.04,-3.51,2.16,2.43,-1.73,-1.59
class-00100001,-10.6,0.41,4.58,531.79,365.92,13.78,98.34,81.4,4.63,8.22,12.05,-1.93,8.01,28.66,88.64,28.66,88.66,185.69,88.67,-2.92,2.26,2.37,-1.61,-1.46
class-00100001,-11.16,0.33,4.4,635.51,425.32,13.14,98.61,81.93,3.52,7.75,14.68,-1.84,6.84,27.38,88.65,27.38,88.67,187.14,88.67,-3.45,1.18,1.5,-1.77,-1.52
class-00100001,-10.01,-0.2,3.89,640.36,429.79,13.73,100.28,82.94,1.92,7.09,12.74,-1.81,7.3,28.54,90.38,28.54,90.4,189,90.4,-2.71,-0.36,0.04,-1.88,-1.7
class-00100001,-10.88,-0.67,4.18,643.82,423.43,18.1,115.5,93.33,0.92,7.79,8.84,-1.09,10.91,37.17,105.39,37.17,105.42,209.8,105.42,-1.78,-0.88,-0.45,-1.46,-0.72
class-00100001,-8.93,0.67,2.77,572.07,385.79,14.86,103.94,85.36,4.62,9.38,16.9,-2.08,8.33,30.79,94.03,30.79,94.06,193.76,94.06,-3.44,2.13,2.37,-1.89,-0.97
class-00100001,-11.04,0.41,3.9,643.6,423.98,11.55,93.72,78.64,3.15,6.88,14.56,-1.82,5.25,24.16,83.78,24.16,83.8,180.48,83.8,-3.76,0.8,1.16,-1.8,-1.94
class-00100001,-10.21,-0.15,6.69,575.99,393.89,14.29,101.22,83.41,1.07,6.29,8.55,-1.24,7.86,29.55,91.43,29.56,91.45,189.58,91.45,-1.9,-0.77,-0.28,-1.41,-2.07
class-00100001,-11.25,0.41,16.92,655.94,443.64,11.9,93.97,78.61,2.38,6.64,13.13,-1.71,5.76,24.91,84.15,24.91,84.17,180.26,84.18,-3.31,0.15,0.53,-1.75,-2.02
class-00100001,-9.89,-0.41,7.42,560.97,386.05,16.4,107.31,87.32,2.3,8.27,11.52,-1.51,9.96,33.87,97.59,33.87,97.61,197.34,97.61,-2.54,0.24,0.56,-1.68,-1.01
class-00100001,-11.16,0.46,2.98,520.46,363.82,13.01,96.75,80.5,4.48,8.47,15.86,-1.95,7.12,27.13,86.94,27.13,86.96,184.13,86.96,-3.47,2.05,2.31,-1.73,-1.49
class-00100001,-10.01,2.11,4.93,569.21,395.18,15.62,103.72,84.93,5.61,10.66,17.91,-2.12,9.85,32.38,94.05,32.38,94.07,192.78,94.07,-2.86,3.06,3.35,-1.67,-1.1
class-00100001,-11.23,0.51,1.75,484.38,336.64,11.81,93.51,78.46,4.1,7.67,15.45,-1.89,5.86,24.67,83.64,24.68,83.66,180.12,83.66,-3.71,1.68,1.95,-1.73,-1.81
class-00100001,-10.48,0.15,2.32,504.08,352,12.63,96.81,80.77,4.43,8.11,15.59,-1.96,6.53,26.36,86.84,26.36,86.86,184.91,86.87,-3.57,2,2.26,-1.73,-1.59
class-00100001,-10.74,0.43,6.63,609.43,418.3,12.92,95.57,79.48,5.44,9.28,17.77,-2.12,7.28,27.03,85.91,27.03,85.93,181.9,85.93,-3.28,2.89,3.18,-1.72,-1.4
class-00100001,-10.71,0.44,10.67,641.76,440.54,13.38,96.47,79.98,5.4,9.44,17.43,-2.15,7.83,27.97,86.87,27.97,86.89,182.82,86.9,-3.1,2.87,3.16,-1.74,-1.33
class-00100001,-10.73,0.39,6.5,690.2,450.83,12.06,94.91,79.34,3.51,7.32,14.8,-1.86,5.84,25.22,85.03,25.22,85.05,181.79,85.06,-3.67,1.15,1.48,-1.79,-1.77
class-00100001,-10.45,-0.24,1.82,530.36,358.57,14.52,103.88,85.68,1.79,7.36,12.68,-1.54,7.81,30,93.77,30.01,93.8,194.72,93.8,-2.7,-0.46,-0.05,-1.7,-1.52
class-00100001,-10.43,0.39,1.45,501.36,345.56,11.72,93.94,78.85,4.41,7.83,16.36,-1.94,5.6,24.5,83.99,24.5,84.01,181.02,84.01,-3.95,1.93,2.23,-1.75,-1.81
class-00100001,-10.28,0.43,5.44,608.18,413.26,11.13,90.81,76.44,4.55,7.66,15.99,-2.03,5.35,23.4,81.06,23.4,81.08,175.92,81.08,-3.72,2.09,2.38,-1.77,-1.95
class-00100001,-10.41,-0.09,1.46,513.88,349.12,10,86.78,73.77,-0.25,4.44,9.91,-1.4,4.12,20.91,77.07,20.91,77.09,170.3,77.1,-1.51,-2.45,-1.94,-1.62,-2.91
class-00100001,-10.85,0.05,168.93,699.29,483.69,10.65,83.62,70.67,-0.72,3.7,2.96,-0.53,5.74,22.31,74.6,22.31,74.62,163.1,74.62,0.67,-1.93,-1.2,-0.83,-3.02
class-00100001,-10.39,0.54,8.14,622.52,426.31,12.74,94.91,79.01,5.39,9.14,17.63,-2.13,7.1,26.66,85.27,26.66,85.29,180.91,85.29,-3.3,2.83,3.12,-1.74,-1.44
class-00100001,-10.95,0.33,2.57,507.02,347.55,14.51,102.48,84.5,0.54,6.78,11.21,-1.26,8,29.96,92.55,29.96,92.57,192.09,92.57,-1.88,-1.53,-0.99,-1.57,-1.57
class-00100001,-9.42,0.05,5.74,575.26,395.44,14.61,101.04,83.15,3.88,8.68,14.43,-1.97,8.69,30.34,91.35,30.34,91.37,189.14,91.37,-2.87,1.48,1.74,-1.85,-1.2
class-00100001,-10.74,0.61,3.23,555.7,379.54,13.58,97.36,80.66,5.11,9.39,17.39,-2.02,7.82,28.27,87.72,28.27,87.74,184.13,87.74,-3.43,2.57,2.84,-1.7,-1.37
class-00100001,-9.16,-0.85,56.04,821.12,547.24,15.35,104.12,85.11,1.65,7.64,11.99,-1.78,8.96,31.86,94.44,31.86,94.46,192.92,94.46,-2.21,-0.35,-0.15,-2,-1.01
class-00100001,-10.52,1.43,2.83,520.09,353.31,12.74,94.88,78.91,3.07,7.81,14.76,-1.77,6.65,26.5,85.3,26.51,85.32,180.4,85.33,-3.73,0.7,1.07,-1.74,-2.29
class-00100001,-8.92,1.92,2.12,502.61,342.5,12.43,94.47,78.73,4.47,8.63,16.47,-1.98,6.46,25.92,84.8,25.92,84.82,180.12,84.82,-3.97,1.98,2.28,-1.75,-3.12
class-00100001,-9.15,0.06,7.39,598.77,411.46,14.39,100.44,82.75,4.19,8.8,14.94,-2.01,8.51,29.93,90.74,29.93,90.76,188.39,90.76,-2.97,1.78,2.03,-1.82,-1.2
class-00100001,-10.22,1.58,1.66,507.35,350.92,10.41,86.04,72.92,4.87,8.12,16.84,-2.02,5.18,21.89,76.57,21.89,76.59,168.46,76.59,-3.86,2.35,2.63,-1.71,-2.85
class-00100001,-10.61,0.06,4,639.68,424.3,12.84,98.19,81.73,1.46,6.44,12.24,-1.57,6.34,26.69,88.17,26.7,88.19,186.72,88.2,-2.68,-0.74,-0.29,-1.72,-1.87
class-00100001,-11,0.51,4.75,569.21,399.13,12.31,94.25,78.73,5.45,9,17.96,-2.13,6.62,25.82,84.51,25.82,84.53,180.6,84.53,-3.43,2.89,3.19,-1.75,-1.55
class-00100001,-9.94,-0.03,1.79,485.87,328.9,13.26,98.86,82.11,3.06,7.76,14.81,-1.71,6.85,27.51,88.91,27.52,88.94,187.38,88.94,-3.63,0.69,1.02,-1.72,-1.63
class-00100001,-11.07,0.51,3.19,543.48,380.27,12.4,94.81,79.16,5.37,8.94,17.86,-2.09,6.6,25.97,85.03,25.97,85.05,181.46,85.05,-3.57,2.82,3.12,-1.73,-1.51
class-00100001,-10.11,0.52,1.63,514.54,347.65,11.51,92.03,77.32,4.48,7.87,16.3,-1.93,5.63,24.07,82.25,24.07,82.27,177.62,82.27,-3.85,2.01,2.29,-1.71,-1.89
class-00100001,-9.95,-0.48,1.13,449.49,308.34,13.54,98.54,81.71,2.15,7.26,13.14,-1.97,7.35,28.04,88.73,28.04,88.75,186.33,88.75,-2.73,-0.26,0.05,-1.98,-1.69
class-00100001,-10.09,-0.51,2.01,487.39,337,15.26,103.49,84.85,2.58,8.3,13.59,-1.97,8.95,31.54,93.77,31.54,93.79,192.48,93.79,-2.75,0.21,0.5,-1.95,-1.34
class-00100001,-10.92,0.37,2.3,512.25,349.32,12.43,95.28,79.54,4.41,8.21,16.21,-1.89,6.42,25.92,85.45,25.92,85.47,182.15,85.47,-3.74,1.96,2.23,-1.7,-1.58
class-00100001,-10.94,0.44,2.15,506.1,344.9,13.27,97.52,80.98,4.42,8.63,16.21,-1.88,7.26,27.59,87.73,27.6,87.75,184.96,87.75,-3.59,1.98,2.24,-1.69,-1.41
class-00100001,-10.23,0.35,6.74,637.28,425.94,10.82,90.21,76.05,4.97,7.89,17.22,-2.05,4.94,22.8,80.44,22.8,80.46,175.13,80.46,-4.07,2.46,2.77,-1.78,-1.93
class-00100001,-10.79,0.41,2.86,519.61,363.69,14.28,100.62,83.06,4.81,9.34,16.65,-1.99,8.32,29.68,90.82,29.69,90.84,189.25,90.84,-3.27,2.33,2.58,-1.73,-1.15
class-00100001,-10.96,0.3,28.57,750.15,503.08,12.08,94.13,78.66,4.28,7.83,15.51,-2.02,6.16,25.36,84.36,25.36,84.38,180.4,84.38,-3.58,1.9,2.21,-1.8,-1.72
class-00100001,-10.77,0.47,7.31,588.46,413.24,12.37,94.45,78.85,5.14,8.7,16.94,-2.13,6.7,25.96,84.71,25.96,84.73,180.84,84.73,-3.34,2.62,2.9,-1.77,-1.55
class-00100001,-8.72,2.41,9.2,635.74,431.19,15.5,101.92,83.52,5.94,11.41,18.33,-2.23,10.2,32.17,92.4,32.17,92.42,189.74,92.42,-2.55,3.36,3.66,-1.66,-2.49
class-00100001,-9.6,-0.82,6.63,618.74,416.11,13.42,97.04,80.39,3.99,8.24,14.55,-1.95,7.61,27.95,87.42,27.95,87.44,183.47,87.44,-3.07,1.57,1.83,-1.81,-1.41
class-00100001,-9.56,-0.87,6.48,621.71,417.51,13.76,98.17,81.16,4.02,8.4,14.58,-1.95,7.9,28.62,88.53,28.62,88.55,185.03,88.55,-3.03,1.6,1.86,-1.81,-1.33
class-00100001,-10.16,0.45,10.73,626.83,435.54,13.18,96.86,80.39,4.55,8.72,16.22,-2.05,7.31,27.55,87.16,27.55,87.18,183.78,87.18,-3.54,2.11,2.4,-1.78,-1.73
